team,ground,postcode,county_fa,latitude,longitude
Darwen,WEC Group Anchor Ground,BB3 0BB,Lancashire,53.711311,-2.477871
Euxton Villa,Jim Fowlers Memorial Ground,PR7 6HH,Lancashire,53.678579,-2.69096
FC St Helens,Windleshaw Sports,WA10 6TD,Lancashire,53.460564,-2.753416
Garstang,The Riverside,PR3 1EB,Lancashire,53.903093,-2.773181
Holker Old Boys,Handmark Engineering Stadium,LA14 4QB,Lancashire,54.141696,-3.218785
Ilkley Town AFC,MPM Stadium,LS29 8AW,West Riding,53.928736,-1.790764
Nelson,Little Wembley,BB9 7BN,Lancashire,53.835974,-2.229203
Pilkington,Arcoframe Stadium,WA10 6RP,Liverpool,53.458799,-2.756472
Runcorn Town,Viridor Community Stadium,WA7 4ET,Cheshire,53.327135,-2.754396
South Liverpool,Jericho Lane Ground,L17 5AL,Liverpool,53.366004,-2.937029
Steeton,Marley Stadium,BD21 4DB,West Riding,53.871516,-1.886494
Abbey Hey,Abbey Stadium,M18 7HD,Manchester,53.456326,-2.16625
Abbey Hulton United,Drayton Beaumont Park,ST2 8DD,Staffordshire,53.040215,-2.147028
Alsager Town,Woodpark Stadium,ST7 2DP,Cheshire,53.100855,-2.300292
Ashville,Ashville Sports & Social Club,CH45 8RH,Cheshire,53.418957,-3.074927
Barnton,Townfield,CW8 4LH,Cheshire,53.27374,-2.547685
Brocton,Silkmore Lane Sports Ground,ST17 4JH,Staffordshire,52.790962,-2.10204
Cammell Laird 1907,Prabhu Ventures Limited Arena,CH42 1PY,Cheshire,53.368934,-3.001329
Cheadle Heath Nomads,ProSeal Stadium,SK8 2ET,Cheshire,53.396183,-2.190768
Cheadle Town,Park Road Stadium,SK8 2AN,Cheshire,53.393787,-2.204953
Eccleshall,Pershall Park,ST21 6NE,Staffordshire,52.866158,-2.275894
Ellesmere Rangers,Beech Grove Stadium,SY12 0BT,Shropshire,52.90563,-2.90308
Foley Meir,Whitcombe Road,ST3 6AU,Staffordshire,52.98373,-2.101809
Maine Road,Brantingham Road,M21 0TT,Manchester,53.445717,-2.263003
New Mills,Church Lane,SK22 4NP,Derbyshire,53.36769,-1.996249
Rocester,Hillsfield,ST14 5JX,Staffordshire,52.950664,-1.837431
Sandbach United,Sandbach Community Football Centre,CW11 3LZ,Cheshire,53.138241,-2.387193
Stafford Town,Evans Park,ST16 3TL,Staffordshire,52.805002,-2.10412
Stockport Georgians,Stockport Georgians Cricket & Football Club,SK2 7DT,Cheshire,53.383122,-2.147337
Stockport Town,Stockport Sports Village,SK6 1QX,Cheshire,53.428857,-2.10367
Wythenshawe Amateurs,Hollyhedge Park,M22 4US,Lancashire,53.393345,-2.248544
Albion Sports,Horsfall Stadium,BD6 2NG,West Riding,53.758404,-1.777895
Barton Town,Easy Buy Stadium,DN18 5JD,Lincolnshire,53.689145,-0.436114
Bottesford Town,Birch Park,DN17 2TQ,Lincolnshire,53.556051,-0.672621
Eccleshill United,Mitton Group Stadium,BD2 1PN,West Riding,53.82871,-1.747077
Emley AFC,Fantastic Media Welfare Ground,HD8 9RE,Sheffield & Hallamshire,53.613236,-1.63181
Frickley Athletic,Westfield Lane,WF9 2EQ,Sheffield & Hallamshire,53.590463,-1.294086
Garforth Town,Bannister Prentice Stadium,LS25 2PF,West Riding,53.800612,-1.365124
Golcar United,Skye Direct Arena,HD7 4AZ,West Riding,53.64123,-1.84293
Goole,Victoria Pleasure Grounds,DN14 6SL,West Riding,53.704337,-0.878986
Hallam,Sandygate,S10 5SE,Sheffield & Hallamshire,53.37722,-1.530293
Handsworth,Express Worktops Stadium at Olivers Mount,S9 4PA,Sheffield & Hallamshire,53.384075,-1.399118
Hemsworth Miners Welfare,Just Football MDC Sports Stadium,WF9 5AJ,Sheffield & Hallamshire,53.634865,-1.378185
Knaresborough Town,Manse Lane,HG5 8LF,West Riding,54.00401,-1.448968
Maltby Main,Muglet Lane Ground,S66 7JQ,Sheffield & Hallamshire,53.416867,-1.194452
North Ferriby,Dransfield Stadium,HU14 3AB,East Riding,53.718009,-0.502183
Penistone Church,DSM Memorial Ground,S36 6AT,Sheffield & Hallamshire,53.524833,-1.625306
Silsden,Cobbydale Construction Stadium,BD20 0EH,West Riding,53.909366,-1.93944
Thackley,Dennyfield,BD10 0TL,West Riding,53.845946,-1.733158
Winterton Rangers,MKM Stadium,DN15 9QF,Lincolnshire,53.656161,-0.597455
Yorkshire Amateur,Bracken Edge,LS7 4JG,West Riding,53.823066,-1.522726
Armthorpe Welfare,Marra Falcons Stadium,DN3 3AG,West Riding,53.535483,-1.056982
Athersley Recreation,Sheerien Park,S71 3DP,Sheffield & Hallamshire,53.584982,-1.476258
Beverley Town,Norwood Recreation Ground,HU17 9HW,East Riding,53.848034,-0.42851
Brigg Town,EC Surfacing Stadium,DN20 8PG,Lincolnshire,53.557657,-0.486878
Campion,Players Cars Stadium,BD9 5DB,West Riding,53.809091,-1.790186
Dronfield Town,H E Barnes Stadium,S18 2EU,Derbyshire,53.303844,-1.455993
Glasshoughton Welfare,Lee Johnston Signage Stadium,WF10 4PF,West Riding,53.716415,-1.344163
Hall Road Rangers,Haworth Park,HU6 7DY,East Riding,53.787448,-0.354102
Harrogate Railway Athletic,Station View,HG2 7JA,West Riding,53.99858,-1.50237
Horbury Town,Slazenger Sports Club,WF4 5BH,West Riding,53.65533,-1.558457
Nostell Miners Welfare,Welfare Ground,WF4 1LB,Sheffield & Hallamshire,53.651304,-1.411742
Ollerton Town,The FastFrame,NG22 9UT,Nottinghamshire,53.206941,-1.009813
Parkgate,Roundwood Pavilion,S62 6LA,Sheffield & Hallamshire,53.460483,-1.333728
Retford,Rail Ground,DN22 7NJ,Nottinghamshire,53.320924,-0.957215
Rossington Main,Welfare Ground,DN11 0TE,Sheffield & Hallamshire,53.479886,-1.075242
Selby Town,Fairfax Plant Hire Stadium,YO8 4BN,West Riding,53.785015,-1.07555
Shirebrook Town,Langwith Road Ground,NG20 8TF,Derbyshire,53.20501,-1.205915
Staveley Miners Welfare,Inkersall Road,S43 3JL,Sheffield & Hallamshire,53.264355,-1.35261
Swallownest,Swallownest Miners' Welfare,S26 4UR,Sheffield & Hallamshire,53.363469,-1.324273
Wakefield AFC,Belle Vue,WF1 5EY,Sheffield & Hallamshire,,
Worsbrough Bridge Athletic,Pinto Property Stadium,S70 5LJ,Sheffield & Hallamshire,53.52638,-1.470826
Ashington,dwmedia Stadium,NE63 9FW,Northumberland,55.184854,-1.550239
Bishop Auckland,Voneus Stadium,DL14 9AE,Durham,54.638582,-1.69115
Carlisle City,Gillford Park Stadium,CA1 3AF,Cumberland,54.876468,-2.916503
Crook Town,Sir Tom Cowie Millfield,DL15 9PW,Durham,54.71331,-1.751682
Guisborough Town,King George V Ground,TS14 6LE,North Riding,54.535575,-1.062778
Heaton Stannington,Grounsell Park,NE7 7HP,Northumberland,54.998467,-1.590075
Newcastle Benfield,Sam Smith's Park,NE6 4NU,Northumberland,54.989906,-1.559313
Newton Aycliffe,Beaumont Landscapes Stadium,DL5 5AG,Durham,54.617188,-1.558918
Northallerton Town,Calvert Stadium,DL7 8HJ,North Riding,54.328195,-1.452026
Penrith,Frenchfield Sports Centre,CA11 8UA,Cumberland,54.659426,-2.723059
Pickering Town,Pickering Recreation Club,YO18 8DJ,North Riding,54.241326,-0.778945
Redcar Athletic,Green Lane,TS10 3RW,North Riding,54.604033,-1.041298
Seaham Red Star,Ferguson Motor Repairs Stadium,SR7 0HP,Durham,54.84197,-1.36608
Sunderland Ryhope CA,Sunderland LGV Park,SR2 0NZ,Durham,54.86683,-1.366315
Thornaby,Teesdale Park,TS17 7JU,North Riding,54.551772,-1.287285
Tow Law Town,Ironworks Road,DL13 4EQ,Durham,54.746544,-1.818557
West Allotment Celtic,East Palmersville Sports Pavilion,NE12 9HW,Northumberland,55.026637,-1.553138
West Auckland Town,Wanted Stadium,DL14 9HU,Durham,54.6298,-1.720142
Whickham,Glebe Sports Ground,NE16 4NA,Durham,54.944604,-1.679106
Whitley Bay,Hillheads Park,NE25 8HR,Northumberland,55.035514,-1.45367
Bedlington Terriers,Dr Pit Park,NE22 5DA,Northumberland,55.132129,-1.590073
Billingham Synthonia,Stokesley Sports Club,TS9 5NY,Durham,54.597071,-1.319292
Billingham Town,Bedford Terrace,TS23 4AE,Durham,54.602338,-1.282006
Birtley Town,Arrowmark Home Improvements Stadium,DH3 2TB,Durham,54.887129,-1.57722
Blyth Town,South Newsham Pavilion,NE24 3PP,Northumberland,55.103683,-1.513628
Boldon CA,Boldon Colliery Welfare Ground,NE35 9AN,Durham,54.949762,-1.460703
Boro Rangers,Stokesley Sports Club,TS9 5NY,Durham,54.597071,-1.319292
Brandon United,Welfare Park,DH7 8PL,Durham,54.755244,-1.626486
Chester-le-Street Town,Moor Park,DH2 3RW,Durham,54.835953,-1.588124
Chester-le-Street United,Ford Quarry Football Hub,SR4 0EB,Durham,54.905865,-1.439034
Easington Colliery,Easington Welfare Park,SR8 3PL,Durham,54.787594,-1.329455
Esh Winning,WindowsPlusRoofs Arena,DH7 9BQ,Durham,54.762023,-1.721697
Horden Community Welfare,Horden Community Welfare Park,SR8 4LX,Durham,54.76395,-1.314957
Jarrow,Perth Green Colliery Association,NE32 4AQ,Durham,54.962277,-1.46811
Newcastle University,Kimberley Park,NE42 5EH,Northumberland,54.964983,-1.836302
Prudhoe Youth,Kimberley Park,NE42 5EH,Northumberland,54.964983,-1.836302
Redcar Town,Vibrant Stadium,TS10 5BW,North Riding,54.612505,-1.087117
Ryton & Crawcrook Albion,Kingsley Park,NE40 3SN,Durham,54.972813,-1.79142
Sunderland West End,Ford Quarry Football Hub,SR4 0EB,Durham,54.905865,-1.439034
Washington,Stephenson Road,NE37 3HR,Durham,54.921332,-1.514598
Willington,Hall Lane Ground,DL15 0QG,Durham,54.708383,-1.691929
Axminster Town,Tiger Way,EX13 5HN,Devon,50.790731,-2.987305
Bovey Tracey,Weston Counties Roofing Ground,TQ13 9FF,Devon,50.522468,-3.606502
Bridport,St. Mary's Field,DT6 5LA,Dorset,50.726965,-2.765721
Brixham,Wall Park Road,TQ5 9UE,Devon,50.395326,-3.503374
Crediton United,Lords Meadow,EX17 1ER,Devon,50.791356,-3.643826
Cullompton Rangers,Speeds Meadow,EX15 1DW,Devon,50.853307,-3.390973
Dartmouth,Longcross,TQ6 9LW,Devon,50.347768,-3.600331
Elburton Villa,Haye Road,PL9 8HS,Devon,50.363172,-4.06562
Elmore,Horsdon Park,EX16 4DB,Devon,50.904743,-3.476916
Holsworthy,Upcott Field,EX22 6HF,Devon,50.813755,-4.351392
Honiton Town,Mountbatten Park,EX14 1AW,Devon,50.797499,-3.199668
Ivybridge Town,Erme Valley,PL21 9ES,Devon,50.385416,-3.927205
Newton Abbot Spurs,Recreation Ground,TQ12 2AR,Devon,50.532206,-3.604053
Okehampton Argyle,Simmons Park,EX20 1DS,Devon,50.735454,-3.996232
Plymouth Marjon,University of Mark & St. John,PL6 8BH,Devon,50.420866,-4.110758
Sidmouth Town,Manstone Lane,EX10 9TF,Devon,50.695079,-3.239925
Teignmouth AFC,Coombe Lane,TQ14 9EX,Devon,50.555873,-3.509973
Torridgeside,Donnacroft,EX38 7BU,Devon,50.954463,-4.131703
Torrington,Vicarage Field,EX38 7AJ,Devon,50.953628,-4.144409
AFC St. Austell,Poltair Park,PL25 4LR,Cornwall,50.340861,-4.785024
Bodmin Town,Priory Park,PL31 2AE,Cornwall,50.470635,-4.715705
Bude Town,Broad Close,EX23 8DR,Cornwall,50.829352,-4.535344
Callington Town,Marshfield Park,PL17 7DR,Cornwall,50.50571,-4.311725
Camelford,Trefrew Park,PL32 9TS,Cornwall,50.627448,-4.674325
Dobwalls,Lantoom Park,PL14 4FL,Cornwall,50.454873,-4.505088
Godolphin Atlantic (Newquay),Godolphin Way,TR7 3BU,Cornwall,50.419402,-5.059013
Launceston,Pennygillam,PL15 7ED,Cornwall,50.627895,-4.377641
Liskeard Athletic,Lux Park,PL14 3HZ,Cornwall,50.458944,-4.465259
Mullion,Clifden Park,TR12 7EQ,Cornwall,50.023089,-5.24886
Newquay,Mount Wise,TR7 2BU,Cornwall,50.410542,-5.084115
Penryn Athletic,Kernick Road,TR10 9DG,Cornwall,50.162575,-5.119103
Penzance,Penlee Park,TR18 4NE,Cornwall,50.114263,-5.542177
St. Blazey,Blaise Park,PL24 2ND,Cornwall,50.35991,-4.714399
St. Dennis,Boscawen Park,PL26 8DW,Cornwall,50.38353,-4.889057
Sticker,Burngullow Park,PL26 7EN,Cornwall,50.325022,-4.846795
Wadebridge Town,Bodieve Park,PL27 6EA,Cornwall,50.522117,-4.828095
Wendron United,Underlane,TR13 0EH,Cornwall,50.16078,-5.193695
AFC Uckfield Town,The Oaks,TN22 5QL,Sussex,50.953776,0.115143
AFC Varndeanians,Withdean Sports Complex,BN1 5JD,Sussex,50.853863,-0.159572
Alfold,Elliott Scott Group Stadium,GU6 8JB,Surrey,51.108894,-0.516774
Bexhill United,The Polegrove,TN39 3HA,Sussex,50.836785,0.463056
Broadbridge Heath,High Wood Hill Sports Ground,RH12 3YS,Sussex,51.06388,-0.357642
Crawley Down Gatwick,Haven Centre,RH10 4LJ,Sussex,51.125598,-0.074436
Crowborough Athletic,Crowborough Community Stadium,TN6 3FY,Sussex,51.042616,0.166921
Eastbourne Town,Saffrons Sports Club,BN21 1EA,Sussex,50.767238,0.276307
Eastbourne United Association,The Oval,BN22 7LN,Sussex,50.780004,0.304717
Hassocks,Beacon Ground,BN6 9LY,Sussex,50.922706,-0.1535
Horsham YMCA,Gorings Mead,RH13 5BP,Sussex,51.058376,-0.32186
Lingfield,Godstone Road,RH7 6BT,Surrey,51.178227,-0.024386
Little Common,Little Common Recreation Ground,TN39 4PH,Sussex,50.846866,0.436154
Loxwood,Plaistow Road,RH14 0SX,Sussex,51.063888,-0.521633
Midhurst & Easebourne,The Rotherfield,GU29 9BE,Sussex,50.996003,-0.733898
Newhaven,Trafalgar Ground,BN9 9DA,Sussex,50.786879,0.052013
Peacehaven & Telscombe,Sports Park,BN10 8RH,Sussex,50.792312,0.011415
Roffey,Chennells Brook,RH12 5JL,Sussex,51.08383,-0.30035
Saltdean United,Hill Park,BN2 8HJ,Sussex,50.813894,-0.034845
Steyning Town,Birchwood Ground,BN44 3RQ,Sussex,50.893303,-0.329508
Arundel,Mill Road,BN18 9PA,Sussex,50.855196,-0.550873
Billingshurst,Jubilee Fields,RH14 9GP,Sussex,51.023929,-0.458053
Chessington & Hook United,Chalky Lane,KT9 2NF,Surrey,51.346952,-0.306908
Dorking Wanderers Reserves,Meadowbank Stadium,RH4 1DX,Surrey,51.233759,-0.331673
East Preston,Roundstone Recreation Ground,BN16 1ES,Sussex,50.813759,-0.479704
Epsom & Ewell,Reg Madgwick Stadium,KT11 1AA,Surrey,51.329519,-0.41377
Forest Row,Oakwood Park,RH10 8AT,Sussex,51.131876,-0.165664
Godalming Town,Bill Kyte Stadium,GU7 3JE,Surrey,51.194345,-0.599124
Hailsham Town,The Beaconfield,BN27 3DY,Sussex,50.860838,0.248718
Mile Oak,Mile Oak Recreation Ground,BN41 2WS,Sussex,50.850644,-0.225774
Montpelier Villa,Culver Road,BN15 9AX,Sussex,50.828924,-0.323682
Oakwood,Oakwood Park,RH10 8AT,Sussex,51.131876,-0.165664
Seaford Town,The Crouch,BN25 1AF,Sussex,50.770976,0.105369
Selsey,Bunn Leisure Stadium,PO20 0QG,Sussex,50.733269,-0.791781
Shoreham,Middle Road Stadium,BN43 6GA,Sussex,50.836129,-0.261063
Wick,Crabtree Park,BN17 7LP,Sussex,50.824901,-0.540992
Worthing United,Robert Albon Memorial Ground,BN14 9LA,Sussex,50.836568,-0.364696
Bearsted,Otham Sports Ground,ME15 8RG,Kent,51.247301,0.570196
Canterbury City,Hartsdown Park,CT9 5QZ,Kent,51.379924,1.37345
Deal Town,Charles Sports Ground,CT14 9AU,Kent,51.217059,1.387148
Erith & Belvedere,Park View Road,DA16 1SY,Kent,51.460439,0.115986
Erith Town,Erith Stadium,DA8 3AT,Kent,51.476968,0.174442
Fisher,St. Paul's Sports Ground,SE16 5EF,Kent,51.506795,-0.041175
Glebe,Foxbury,BR7 6SD,Kent,51.418846,0.084951
Hollands & Blair,Star Meadow,ME7 3AN,Kent,51.369618,0.561926
Holmesdale,Oakley Road,BR2 8HQ,Kent,51.374331,0.039968
K Sports,K Sports Cobdown,ME20 6AU,Kent,51.299166,0.455956
Kennington,Homelands Stadium,TN26 1NJ,Kent,51.106307,0.852633
Lordswood,Bill Bishop Memorial Stadium,ME5 8YE,Kent,51.338221,0.551617
Phoenix Sports,Mayplace Ground,DA7 6JT,Kent,51.45794,0.171018
Punjab United,Steve Cook Stadium,DA12 5ND,Kent,51.418492,0.377458
Rusthall,Jockey Farm Stadium,TN4 8SH,Kent,51.13585,0.226433
Stansfeld,Foxbury,BR7 6SD,Kent,51.418846,0.084951
Sutton Athletic,London Hire Ground,BR8 7RZ,Kent,51.412151,0.186795
Tunbridge Wells,Culverden Stadium,TN4 9SG,Kent,51.142774,0.253628
Welling Town,Bauvill Stadium,ME4 6LR,Kent,51.36762,0.521757
Whitstable Town,Belmont Stadium,CT5 1QP,Kent,51.354419,1.026709
AFC Whyteleafe,Church Road,CR3 0AR,Surrey,51.506795,-0.041175
Bermondsey Town,St. Paul's Sports Ground,SE16 5EF,London,51.506795,-0.041175
Bridon Ropes,Meridian Sports & Social Club,SE7 8QS,Kent,51.478675,0.044059
Croydon,Croydon Sports Arena,SE25 4QL,Surrey,51.393124,-0.062175
Faversham Strike Force,Aquatherm Stadium,ME13 8ND,Kent,51.307144,0.893687
FC Elmstead,London Hire Ground,BR8 7RZ,London,51.412151,0.186795
Forest Hill Park,Ladywell Arena,SE6 4QX,London,51.447987,-0.022219
Greenways,K Sports Cobdown,ME20 6AU,Kent,51.299166,0.455956
Kent Football United,Efes Stadium,DA1 1JB,Kent,51.440412,0.216722
Larkfield & New Hythe,Taray Group Community Stadium,ME20 6PU,Kent,51.306509,0.44111
Lewisham Borough,Ladywell Arena,SE6 4QX,Kent,51.447987,-0.022219
Lydd Town,Lindsey Field,TN29 9JH,Kent,50.933919,0.906558
Meridian Valley Park,Meridian Sports & Social Club,SE7 8QS,London,51.478675,0.044059
Rochester United,Rede Court Road,ME2 3TU,Kent,51.399404,0.470668
Snodland Town,Potyn's Sports Field,ME6 5DP,Kent,51.332535,0.43039
Sporting Club Thamesmead,Bayliss Avenue,SE28 8NJ,Kent,51.506867,0.128498
Staplehurst Monarchs,Jubilee Playing Field,TN12 0DS,Kent,51.166299,0.562141
Tooting Bec,High Road,CR5 3SF,London,51.290323,-0.172623
Ardley United,Ardley Road,OX27 7PA,Oxfordshire,51.945645,-1.211867
Arlesey Town,New Lamb Meadow,SG15 6RS,Bedfordshire,52.002502,-0.26592
Aylesbury Vale Dynamos,Haywood Way,HP19 9WZ,Berkshire & Buckinghamshire,51.830486,-0.843017
Baldock Town,New Lamb Meadow,SG15 6RS,Hertfordshire,52.002502,-0.26592
Biggleswade United,Keech Hospice Care Stadium,SG18 0AA,Bedfordshire,52.094973,-0.266013
Cockfosters,Cockfosters Sports Ground,EN4 9HZ,London,51.65265,-0.153129
Colney Heath,Recreation Ground,AL4 0NP,Hertfordshire,51.740461,-0.261687
Crawley Green,The Stadium at The Brache,LU1 3HH,Bedfordshire,51.87339,-0.398002
Dunstable Town,Creasey Park,LU6 1BB,Bedfordshire,51.891865,-0.537156
Harpenden Town,Rothamsted Park,AL5 2EF,Hertfordshire,51.813965,-0.359557
Hoddesdon Town,Stewart Edwards Stadium,EN11 8PX,Hertfordshire,51.758598,-0.014952
Leighton Town,Bell Close,LU7 1RX,Bedfordshire,51.915023,-0.659049
Leverstock Green,Pancake Lane,HP2 4NQ,Hertfordshire,51.749008,-0.425377
London Colney,Cotslandwick,AL2 1DW,Hertfordshire,51.72848,-0.30723
Potton United,Hutchinson Hollow,SG19 2LU,Bedfordshire,52.125076,-0.218732
Risborough Rangers,BEP Stadium,HP27 9NE,Berkshire & Buckinghamshire,51.716137,-0.845286
Shefford Town & Campton,Shefford Sports Club,SG17 5JD,Bedfordshire,52.034926,-0.323752
Stotfold,JSJ Stadium,SG5 4HE,Bedfordshire,52.018107,-0.239607
St. Panteleimon,LA Construction Stadium,EN6 1QB,Hertfordshire,51.696418,-0.179753
Tring Athletic,Grass Roots Stadium,HP23 5NS,Hertfordshire,51.797359,-0.644164
Amersham Town,Spratleys Meadow,HP7 0EJ,Berkshire & Buckinghamshire,51.669379,-0.619298
Ampthill Town,Woburn Street Ground,MK45 2HX,Bedfordshire,52.031416,-0.498064
Real Bedford,McMullen Park,MK44 3LW,Bedfordshire,52.128829,-0.413089
Buckingham Athletic,Stratford Fields,MK18 1NY,Berkshire & Buckinghamshire,52.0025,-0.98253
Burton Park Wanderers,Latimer Park,NN15 5PS,Northamptonshire,52.366765,-0.690191
Eaton Socon,Eaton Sports Ground,PE19 7AU,Huntingdonshire,52.22372,-0.280635
Holmer Green,Holmer Green Sports Association,HP15 6UF,Berkshire & Buckinghamshire,51.664649,-0.704578
Langford,Forde Park,SG16 6AF,Bedfordshire,52.042647,-0.284793
Letchworth Garden City Eagles,Baldock Road,SG6 2EN,Hertfordshire,51.976603,-0.20571
London Tigers,Spratleys Meadow,HP7 0EJ,London,51.669379,-0.619298
Lutterworth Athletic,Smallson Arena,LE17 4LN,Leicestershire & Rutland,52.479232,-1.207354
Moulton,Brunting Road Playing Fields,NN3 7QF,Northamptonshire,52.285176,-0.85719
Northampton ON Chenecks,Old Northamptonians Sports Ground,NN1 5RX,Northamptonshire,52.239533,-0.864996
Northampton Sileby Rangers,Fernie Fields Sports Ground,NN3 7BD,Northamptonshire,52.274949,-0.85307
Raunds Town,Kiln Park,NN9 6EQ,Northamptonshire,52.352247,-0.54626
Rugby Borough,Rugby Borough Sports Trust,CV21 4PN,Birmingham,52.352438,-1.202661
Rushden & Higham United,Hayden Road Sports Ground,NN10 0HX,Northamptonshire,52.291794,-0.584544
Thame United Reserves,ASM Stadium,OX9 3RN,Oxfordshire,51.755598,-0.975359
Wellingborough Whitworth,Victoria Mill Ground,NN8 2DP,Northamptonshire,52.293837,-0.683912
Winslow United,Elmfields Gate,MK18 3JG,Berkshire & Buckinghamshire,51.943824,-0.875704
AFC Mansfield,Forest Town Stadium,NG19 0EE,Nottinghamshire,53.152123,-1.162015
Anstey Nomads,Callington's Community Complex,LE7 7BP,Leicestershire & Rutland,52.673461,-1.184416
Belper United,Raygar Stadium,DE56 1BA,Derbyshire,53.026252,-1.485716
Boston Town,DWB Stadium,PE21 9LR,Lincolnshire,52.991847,-0.034981
Deeping Rangers,Haydon Whitham Stadium,PE6 8LQ,Lincolnshire,52.68808,-0.29873
Eastwood Community,Halbrooke Stadium,NG16 3HB,Nottinghamshire,53.01357,-1.296344
Heanor Town,Town Ground,DE75 7EN,Derbyshire,53.010629,-1.358083
Heather St. John's,St. John's Park,LE67 2QJ,Leicestershire & Rutland,52.696598,-1.423017
Kimberley Miners Welfare,Stag Ground,NG16 2NB,Nottinghamshire,52.996137,-1.251856
Leicester Nirvana,Hamilton Park,LE5 1LU,Leicestershire & Rutland,52.659873,-1.07038
Loughborough University,Holywell Sports Complex,LE11 3QF,Leicestershire & Rutland,52.75978,-1.246902
Melton Town,SignRight Park,LE13 1DR,Leicestershire & Rutland,52.753804,-0.875711
Newark & Sherwood United,Station Road,NG23 7RA,Nottinghamshire,53.144562,-0.755372
Pinchbeck United,Sir Halley Stewart Playing Fields,PE11 1DA,Lincolnshire,52.788915,-0.152212
Quorn,Farley Way Stadium,LE12 8RB,Leicestershire & Rutland,52.751402,-1.174138
Selston,Parish Hall Ground,NG16 6EE,Nottinghamshire,53.072835,-1.302351
Sherwood Colliery,Debdale Lane,NG19 7NS,Nottinghamshire,53.160127,-1.202987
Skegness Town,The Vertigo Stadium,PE25 2EL,Lincolnshire,53.144022,0.324299
Sleaford Town,Eslaforde Park,NG34 9GH,Lincolnshire,53.000096,-0.390596
Wisbech Town,Fenland Stadium,PE14 7AL,Cambridgeshire,52.678581,0.181304
Bugbrooke St Michaels,Birds Close Ground,NN7 3PH,Northamptonshire,52.206173,-1.006099
Cogenhoe United,Compton Park,NN7 1ND,Northamptonshire,52.23558,-0.793121
Coventry Sphinx,Ryona Engineering Group Stadium,CV3 1WA,Birmingham,52.402364,-1.474771
Coventry United,Butts Park Arena,CV1 3GE,Birmingham,52.405913,-1.525398
Desborough Town,R-Inn Stadium,NN14 2LJ,Northamptonshire,52.44503,-0.830842
Easington Sports,Addison Road,OX16 9DH,Oxfordshire,52.047719,-1.339141
Eynesbury Rovers,Alfred Hall Memorial Ground,PE19 2SF,Huntingdonshire,52.21771,-0.267517
GNG Oadby Town,Riverside Football Ground,LE3 2FD,Leicestershire & Rutland,52.610813,-1.165583
Godmanchester Rovers,David Wilson Homes Ground,PE29 2LQ,Huntingdonshire,52.310638,-0.156782
Histon,Bridge Road Stadium,CB24 9PH,Cambridgeshire,52.242233,0.113595
Long Buckby AFC,Station Road,NN6 7QA,Northamptonshire,52.297389,-1.08584
Lutterworth Town,Dunley Way,LE17 4NP,Leicestershire & Rutland,52.4645,-1.202346
March Town United,Robingoodfellow's Lane,PE15 8HS,Cambridgeshire,52.554502,0.087386
Milton Keynes Irish,Manor Field,MK2 2HX,Berkshire & Buckinghamshire,51.994911,-0.712358
Newport Pagnell Town,Willen Road,MK16 0DF,Berkshire & Buckinghamshire,52.080974,-0.722141
Rothwell Corinthians,Sergeants Lawn,NN14 6JQ,Northamptonshire,52.425797,-0.807981
Rugby Town,Butlin Road,CV21 3SD,Birmingham,52.373957,-1.238983
Wellingborough Town,Dog & Duck Ground,NN8 2DP,Northamptonshire,52.293837,-0.683912
Aylestone Park,Gary Lineker Pavilion,LE2 6TG,Leicestershire & Rutland,52.590889,-1.141405
Barrow Town,Riverside Park,LE12 8XJ,Leicestershire & Rutland,52.751181,-1.157719
Birstall United,Football Cards Direct Stadium,LE4 4FN,Leicestershire & Rutland,52.680899,-1.116034
Blackstones,Thorney Ltd Stadium,PE9 1SH,Lincolnshire,52.660538,-0.472725
Blidworth Welfare,Blidworth Colliery Welfare Cricket Club,NG21 0LR,Nottinghamshire,53.103997,-1.122305
Bourne Town,JJ Mac Stadium,PE10 9EN,Lincolnshire,52.767744,-0.373362
Clifton All Whites,Norman Archer Memorial Ground,NG11 9AZ,Nottinghamshire,52.90122,-1.172155
Clipstone,Lido Ground,NG21 9AB,Nottinghamshire,53.159119,-1.128527
Dunkirk,Ron Steel Sports Ground,NG7 2SA,Nottinghamshire,52.922434,-1.173313
Gedling Miners Welfare,Plains Social Club,NG3 5RH,Nottinghamshire,52.989751,-1.110264
Grantham Town Academy,South Kesteven Sports Stadium,NG31 7XQ,Lincolnshire,52.907249,-0.665087
Harrowby United,Harrowby Stadium,NG31 9QY,Lincolnshire,52.92141,-0.615744
Holwell Sports,Welby Road,LE14 3RD,Leicestershire & Rutland,52.768931,-0.924584
Hucknall Town,,NG15 6DW,Nottinghamshire,,
Kirby Muxloe,Kirby Muxloe Sports & Village Club,LE9 2AQ,Leicestershire & Rutland,52.639392,-1.228009
Leicester St. Andrews,Teamworks Partnership Stadium,LE2 8LX,Leicestershire & Rutland,52.606601,-1.152254
Newark Town,YMCA Activity Village,NG24 4DH,Nottinghamshire,53.063611,-0.803669
Radford,Oakfield Construction Arena,NG7 5AN,Nottinghamshire,52.968001,-1.173144
Rainworth Miners Welfare,Kirklington Road,NG21 0JY,Nottinghamshire,53.118966,-1.112873
Saffron Dynamo,King Park,LE9 1SJ,Leicestershire & Rutland,52.556504,-1.187586
